POA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
POA6210,0,3,11,12,39,3,67,33,11,122,147,997,36,1336,38,5,115,110,691,29,988,3,3,7,23,123,3,160,7,8,89,152,1337,61,1657,4,4,13,21,120,12,167,24,0,79,67,305,35,512,13,4,45,68,192,8,327,9,0,39,57,228,13,353,4,0,9,19,54,4,95,7,4,20,43,33,3,111,3,4,25,34,61,5,128,34,12,134,67,109,10,358,9,0,28,30,143,15,218,36,16,99,106,216,17,487,41,46,193,52,68,5,400,37,9,120,64,92,12,338,0,0,19,9,37,3,71,6,3,31,29,262,6,344,7,0,29,44,275,49,404,306,136,1219,1144,5389,335,8522,0,0,4,6,10,4,25,18,3,41,36,93,9,197,6,10,43,34,102,15,203,3,0,9,9,12,0,30,0,0,27,41,102,22,192,3,0,15,6,30,6,64,17,10,98,167,396,58,738,12,0,88,85
POA6211,0,0,4,0,0,0,6,0,0,5,30,151,7,194,3,0,10,8,71,0,103,0,0,4,4,11,0,15,0,0,7,29,199,6,240,0,0,0,5,5,0,17,3,0,4,7,29,0,44,3,0,0,0,27,0,30,0,0,0,8,25,0,34,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,3,6,5,0,14,0,3,15,5,14,3,41,0,0,0,4,22,3,29,0,4,9,9,15,0,36,5,6,24,3,5,0,45,0,0,16,4,9,0,24,0,0,0,0,10,0,6,0,0,3,4,33,0,39,0,0,6,6,29,11,53,23,18,107,133,653,34,976,0,0,4,0,0,0,6,0,0,8,0,7,0,17,0,0,3,7,5,0,22,0,0,0,0,3,0,3,0,0,3,11,15,3,30,0,0,0,3,4,0,8,6,0,10,6,43,6,64,0,0,10,4
POA6213,0,0,6,3,6,0,12,0,0,0,4,10,0,16,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,15,49,9,83,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0
POA6214,0,0,0,0,7,0,11,0,0,0,0,15,0,20,0,0,0,3,9,0,18,0,0,0,0,3,0,6,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,5,14,64,9,89,0,0,4,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6215,0,0,8,3,19,5,33,0,0,3,10,80,6,96,0,0,3,4,95,7,107,0,0,0,0,13,0,17,0,0,0,5,74,4,83,0,0,0,0,6,0,6,0,0,3,0,13,0,19,0,0,0,0,7,3,9,0,0,0,5,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,16,0,0,0,0,4,0,4,0,0,0,11,10,0,21,0,0,0,3,5,0,10,0,0,0,4,5,0,12,0,0,0,0,6,0,9,0,0,0,0,18,0,24,0,0,0,0,13,7,19,4,3,25,50,373,34,494,0,0,0,4,5,3,16,0,0,4,0,11,0,18,0,0,3,3,9,0,19,0,0,0,0,0,0,0,0,0,0,3,10,3,14,0,0,0,0,0,0,3,0,0,3,3,9,3,17,0,0,0,3
POA6218,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,3,9,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,8,37,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
POA6220,0,0,6,8,30,3,50,0,0,3,4,51,4,62,0,0,59,20,132,13,229,0,0,3,0,4,0,7,0,0,3,6,73,3,83,0,0,0,0,6,0,7,0,0,3,3,19,0,31,0,0,0,0,7,3,9,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,5,0,7,0,0,3,3,0,0,7,0,0,3,3,8,3,10,0,0,5,8,12,3,24,0,6,6,7,3,0,27,0,0,3,0,0,3,7,0,0,3,0,3,0,5,0,0,3,0,28,0,30,0,0,0,3,29,6,38,0,9,110,80,417,40,660,0,0,16,13,17,5,43,0,0,0,4,3,0,6,3,0,33,10,16,9,70,0,0,0,0,3,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,16,7,31,0,0,3,3
POA6221,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,21,3,32,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
POA6223,0,0,3,3,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,20,5,37,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,0,3,0,7,0,12,0,0,0,0,10,0,12,0,0,0,0,22,3,24,0,0,0,0,4,0,5,0,0,0,4,27,0,36,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,8,0,0,7,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,8,3,8,0,0,0,0,4,0,9,0,0,11,13,98,12,139,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0
POA6225,0,0,0,4,27,3,33,0,0,11,27,294,16,347,0,0,0,10,94,3,105,0,0,3,11,139,7,166,0,0,4,4,103,0,108,0,0,0,0,0,0,3,0,0,6,3,15,0,28,0,0,3,0,13,8,24,0,0,0,0,33,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,9,3,7,0,18,0,0,0,0,15,3,19,0,0,0,12,30,0,47,4,0,13,0,6,0,27,3,0,14,4,17,0,36,0,0,3,0,8,0,11,0,0,0,4,50,0,58,0,0,0,0,36,7,48,12,5,75,88,886,55,1122,0,0,0,3,6,3,17,0,0,7,0,9,0,22,0,0,0,8,16,0,22,0,0,3,3,10,0,25,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,6,8,48,13,75,0,0,7,14
POA6226,0,0,0,0,0,0,0,0,0,0,0,23,0,22,0,0,0,7,28,0,32,0,0,0,0,0,0,5,0,0,3,3,36,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,4,3,3,0,9,0,0,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,10,0,12,0,4,16,16,110,4,159,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,10,0,11,0,0,0,0
POA6227,0,0,3,3,7,0,7,0,0,3,0,8,0,13,0,0,0,4,25,0,30,0,0,0,0,5,0,5,0,0,0,0,14,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,8,0,0,8,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,3,3,3,12,23,86,3,130,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,3,0,8,0,0,0,0
POA6228,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
POA6229,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6230,6,0,16,14,56,10,92,22,7,90,90,422,25,652,26,8,106,87,590,35,845,10,4,37,43,143,3,237,4,0,67,119,1000,40,1234,3,0,10,21,67,8,108,11,0,72,52,272,16,432,8,0,23,34,117,12,191,6,0,31,54,189,18,295,3,0,12,9,40,0,62,5,3,17,40,11,4,85,0,0,17,26,52,10,104,28,9,140,66,70,13,332,4,3,13,17,77,8,122,23,24,79,71,96,12,303,32,62,162,34,55,3,350,69,29,184,47,74,27,436,0,0,12,12,37,0,64,17,6,32,20,223,11,302,6,5,39,38,193,36,310,295,168,1164,877,3783,272,6566,0,0,8,6,11,3,34,3,4,19,16,18,5,67,13,3,41,38,75,10,179,3,0,9,6,20,0,40,6,0,21,42,82,5,153,0,0,3,8,21,3,34,9,5,79,84,334,40,558,3,0,46,52
POA6232,0,0,3,0,12,4,15,3,0,5,24,144,5,180,4,3,26,20,225,9,289,0,3,9,12,53,3,74,0,0,11,24,251,14,304,0,0,0,3,21,0,24,0,0,8,3,70,4,91,0,0,9,3,16,4,35,0,0,3,4,55,4,71,0,0,0,3,14,0,16,0,0,5,5,6,0,18,0,0,0,3,10,0,19,3,0,18,8,24,5,60,0,0,3,0,19,0,21,3,8,16,22,34,5,84,0,5,17,4,9,3,46,5,3,17,14,14,0,54,0,0,0,0,11,0,11,0,0,11,8,84,0,104,0,0,3,5,50,5,63,30,28,158,172,1123,66,1571,0,0,0,4,0,0,3,0,0,6,0,6,0,15,0,0,8,8,23,3,40,0,0,0,0,3,0,5,0,0,7,7,25,3,43,0,0,0,0,9,0,13,0,0,14,19,116,11,156,0,0,10,9
POA6233,0,0,15,7,35,8,63,11,3,36,55,336,14,455,17,5,60,45,380,19,525,3,0,12,26,82,6,130,3,0,21,43,416,21,503,0,0,4,8,41,0,55,0,0,13,16,117,6,159,0,0,6,7,39,3,46,3,3,3,16,88,16,139,0,0,6,0,8,0,17,4,0,3,13,3,0,24,0,0,0,4,16,0,20,5,4,35,21,33,3,103,0,0,3,8,26,0,41,3,4,29,34,55,3,128,10,14,66,15,27,0,137,6,3,33,20,21,4,84,0,5,5,6,16,0,29,0,0,6,6,96,3,117,0,0,7,17,87,15,130,65,47,363,367,1927,123,2898,0,0,0,4,10,6,24,0,0,11,5,22,0,41,3,6,24,24,52,4,117,0,0,0,4,12,0,16,0,3,10,13,42,0,74,0,0,4,3,11,0,17,0,4,34,41,162,15,255,0,0,13,21
POA6236,0,0,8,10,8,3,28,0,0,3,5,28,0,41,3,0,8,7,36,8,58,0,0,3,3,5,0,9,0,0,4,4,44,0,61,0,0,3,0,10,0,15,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,0,10,15,0,26,0,0,0,3,0,0,4,0,0,3,0,0,0,3,0,0,3,3,0,0,8,0,0,3,3,7,0,13,0,0,0,0,3,0,3,0,0,5,8,4,0,16,0,0,7,5,0,0,10,0,3,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,8,0,14,11,3,65,63,201,23,362,0,0,12,4,3,4,21,0,0,0,0,0,0,3,0,0,3,0,7,0,11,0,0,0,0,0,0,3,0,0,3,0,6,0,11,0,0,3,0,0,0,4,0,0,3,3,16,0,26,0,0,3,3
POA6237,0,0,4,6,20,0,32,0,0,5,6,41,3,60,0,3,5,3,37,4,51,0,0,0,0,14,0,15,0,0,0,3,69,10,82,0,0,3,4,11,0,13,0,0,0,0,11,0,14,0,0,0,0,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,5,0,4,0,9,0,0,9,4,3,0,21,0,0,0,0,3,0,6,0,0,0,5,14,0,24,0,3,11,0,3,4,20,3,0,9,0,3,0,18,0,0,0,0,4,3,7,0,0,0,0,18,0,18,0,0,3,0,5,3,15,10,9,55,51,272,29,423,0,0,5,5,6,3,21,0,0,0,0,6,0,9,0,0,3,0,8,0,13,0,0,0,0,3,0,5,0,0,3,3,3,0,9,0,0,0,4,0,0,3,4,0,0,8,12,3,27,0,0,0,0
POA6239,3,0,10,9,33,4,62,0,0,5,6,66,4,83,0,0,3,0,36,3,46,0,0,0,3,22,0,20,0,0,3,14,81,9,105,0,0,0,0,9,0,9,0,0,4,3,12,4,23,0,0,0,0,8,0,8,0,0,0,3,19,3,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,7,0,0,8,5,4,0,19,3,0,7,3,4,5,15,0,0,12,12,17,0,33,3,0,11,3,3,0,23,3,0,7,5,11,0,22,0,0,0,3,4,0,9,0,0,3,0,28,0,29,0,0,3,3,13,4,21,11,8,74,78,374,32,577,0,5,4,8,12,11,40,0,0,0,3,3,0,7,0,0,0,0,10,0,16,0,0,0,0,0,0,3,0,0,4,3,5,0,11,0,0,3,0,0,0,3,0,0,4,9,21,3,41,0,0,3,3
POA6240,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,13,0,23,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6244,0,0,12,13,45,8,78,0,0,0,0,5,0,6,0,0,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,0,13,3,19,0,0,0,0,3,0,8,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,3,9,0,0,30,16,101,18,166,0,0,19,16,12,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,0,0,0,0
POA6251,4,0,0,0,9,0,20,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,5,32,3,50,0,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6252,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,18,0,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6253,0,0,0,0,10,0,19,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,7,0,0,0,3,0,0,6,0,0,4,0,0,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,3,7,0,20,18,42,3,91,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
